,State,Area,Year,Pop_Est,Int_Mig_Rate,Dom_Mig_Rate
527,AK,Dillingham Census Area,2013,4981,0.0,-10.1
528,AK,Dillingham Census Area,2014,4987,0.0,-9.4
529,AK,Dillingham Census Area,2015,4993,0.0,-11.2
530,AK,Dillingham Census Area,2016,4976,0.0,-19.3
531,AK,Dillingham Census Area,2017,4932,0.0,-22.4
532,AK,Fairbanks North Star Borough,2011,98136,1.4,-16.7
533,AK,Fairbanks North Star Borough,2012,100354,4.5,5.9
534,AK,Fairbanks North Star Borough,2013,100898,3.8,-10.6
535,AK,Fairbanks North Star Borough,2014,99308,3.0,-32.2
536,AK,Fairbanks North Star Borough,2015,99643,4.3,-13.1
537,AK,Fairbanks North Star Borough,2016,100602,2.9,-5.2
538,AK,Fairbanks North Star Borough,2017,99703,1.3,-22.4
539,AK,Haines Borough,2011,2574,5.1,17.7
540,AK,Haines Borough,2012,2578,5.0,-3.9
541,AK,Haines Borough,2013,2559,0.4,-4.7
542,AK,Haines Borough,2014,2555,0.4,-0.8
543,AK,Haines Borough,2015,2516,0.4,-16.6
544,AK,Haines Borough,2016,2531,0.4,4.0
545,AK,Haines Borough,2017,2526,0.4,-7.1
546,AK,Hoonah-Angoon Census Area,2011,2117,0.9,-18.3
547,AK,Hoonah-Angoon Census Area,2012,2147,1.4,9.8
548,AK,Hoonah-Angoon Census Area,2013,2149,0.5,-5.1
549,AK,Hoonah-Angoon Census Area,2014,2130,0.9,-17.3
550,AK,Hoonah-Angoon Census Area,2015,2159,0.9,14.9
551,AK,Hoonah-Angoon Census Area,2016,2145,1.4,-12.1
552,AK,Hoonah-Angoon Census Area,2017,2145,1.4,-3.7
553,AK,Juneau City and Borough,2011,32162,2.1,13.8
554,AK,Juneau City and Borough,2012,32395,2.6,-1.0
555,AK,Juneau City and Borough,2013,32570,2.2,-3.4
556,AK,Juneau City and Borough,2014,32490,2.0,-11.4
557,AK,Juneau City and Borough,2015,32612,2.3,-4.1
558,AK,Juneau City and Borough,2016,32405,2.0,-14.0
559,AK,Juneau City and Borough,2017,32094,2.0,-17.4
560,AK,Kenai Peninsula Borough,2011,56304,0.3,7.2
561,AK,Kenai Peninsula Borough,2012,56910,0.4,3.7
562,AK,Kenai Peninsula Borough,2013,56993,0.9,-5.1
563,AK,Kenai Peninsula Borough,2014,57585,1.1,3.7
564,AK,Kenai Peninsula Borough,2015,58067,1.1,2.8
565,AK,Kenai Peninsula Borough,2016,58543,1.1,1.9
566,AK,Kenai Peninsula Borough,2017,58617,1.1,-4.0
567,AK,Ketchikan Gateway Borough,2011,13644,3.1,-1.8
568,AK,Ketchikan Gateway Borough,2012,13700,4.2,-6.0
569,AK,Ketchikan Gateway Borough,2013,13682,2.9,-10.8
570,AK,Ketchikan Gateway Borough,2014,13780,2.7,-1.5
571,AK,Ketchikan Gateway Borough,2015,13680,2.8,-14.8
572,AK,Ketchikan Gateway Borough,2016,13727,2.7,-7.2
573,AK,Ketchikan Gateway Borough,2017,13856,2.6,2.0
574,AK,Kodiak Island Borough,2011,13820,4.3,-3.5
575,AK,Kodiak Island Borough,2012,14054,8.3,-2.8
576,AK,Kodiak Island Borough,2013,14078,6.7,-16.8
577,AK,Kodiak Island Borough,2014,13906,5.4,-31.2
578,AK,Kodiak Island Borough,2015,13753,6.4,-29.9
579,AK,Kodiak Island Borough,2016,13679,4.9,-22.5
580,AK,Kodiak Island Borough,2017,13448,3.8,-33.0
581,AK,Kusilvak Census Area,2011,7649,0.4,0.4
582,AK,Kusilvak Census Area,2012,7790,0.0,-5.4
583,AK,Kusilvak Census Area,2013,7970,0.4,2.4
584,AK,Kusilvak Census Area,2014,8105,0.6,-7.6
585,AK,Kusilvak Census Area,2015,8200,0.6,-11.2
586,AK,Kusilvak Census Area,2016,8161,0.7,-23.3
587,AK,Kusilvak Census Area,2017,8202,0.7,-13.3
588,AK,Lake and Peninsula Borough,2011,1648,0.6,-0.6
589,AK,Lake and Peninsula Borough,2012,1647,1.2,-16.4
590,AK,Lake and Peninsula Borough,2013,1663,2.4,-1.2
591,AK,Lake and Peninsula Borough,2014,1647,3.6,-30.2
592,AK,Lake and Peninsula Borough,2015,1595,4.3,-44.4
593,AK,Lake and Peninsula Borough,2016,1602,5.0,-15.0
594,AK,Lake and Peninsula Borough,2017,1620,5.0,-9.3
595,AK,Matanuska-Susitna Borough,2011,91721,0.1,12.5
596,AK,Matanuska-Susitna Borough,2012,93681,0.7,11.8
597,AK,Matanuska-Susitna Borough,2013,95853,0.6,13.6
598,AK,Matanuska-Susitna Borough,2014,98104,0.8,13.4
599,AK,Matanuska-Susitna Borough,2015,101064,0.9,19.4
600,AK,Matanuska-Susitna Borough,2016,104123,0.8,20.0
601,AK,Matanuska-Susitna Borough,2017,106532,0.7,12.9
602,AK,Nome Census Area,2011,9775,0.3,5.6
603,AK,Nome Census Area,2012,9816,0.4,-14.6
604,AK,Nome Census Area,2013,9844,0.6,-11.8
605,AK,Nome Census Area,2014,9798,0.6,-18.8
606,AK,Nome Census Area,2015,9869,0.6,-11.1
607,AK,Nome Census Area,2016,9915,0.7,-8.0
608,AK,Nome Census Area,2017,9921,0.7,-9.3
609,AK,North Slope Borough,2011,9549,1.7,-7.6
610,AK,North Slope Borough,2012,9692,2.4,-2.4
611,AK,North Slope Borough,2013,9776,1.3,-5.4
612,AK,North Slope Borough,2014,9763,1.2,-15.8
613,AK,North Slope Borough,2015,9780,1.4,-12.7
614,AK,North Slope Borough,2016,9685,1.2,-20.5
615,AK,North Slope Borough,2017,9782,1.2,-0.9
616,AK,Northwest Arctic Borough,2011,7705,0.9,-4.1
617,AK,Northwest Arctic Borough,2012,7707,0.3,-16.5
618,AK,Northwest Arctic Borough,2013,7721,0.3,-18.7
619,AK,Northwest Arctic Borough,2014,7756,0.5,-13.6
620,AK,Northwest Arctic Borough,2015,7752,0.5,-15.7
621,AK,Northwest Arctic Borough,2016,7662,0.5,-27.4
622,AK,Northwest Arctic Borough,2017,7684,0.5,-8.2
623,AK,Petersburg Borough,2011,3253,2.2,0.9
624,AK,Petersburg Borough,2012,3279,5.2,-3.1
625,AK,Petersburg Borough,2013,3287,3.7,-9.7
626,AK,Petersburg Borough,2014,3265,3.4,-19.2
627,AK,Petersburg Borough,2015,3263,3.7,-11.0
628,AK,Petersburg Borough,2016,3278,4.0,-2.8
629,AK,Petersburg Borough,2017,3281,4.0,-5.2
630,AK,Prince of Wales-Hyder Census Area,2011,6376,0.2,19.4
631,AK,Prince of Wales-Hyder Census Area,2012,6424,-0.2,-0.8
632,AK,Prince of Wales-Hyder Census Area,2013,6446,0.2,-3.0
633,AK,Prince of Wales-Hyder Census Area,2014,6462,0.3,0.0
634,AK,Prince of Wales-Hyder Census Area,2015,6505,0.3,-0.5
635,AK,Prince of Wales-Hyder Census Area,2016,6507,0.3,-1.7
636,AK,Prince of Wales-Hyder Census Area,2017,6443,0.3,-13.1
637,AK,Sitka City and Borough,2011,8888,3.8,-8.9
638,AK,Sitka City and Borough,2012,9022,6.3,2.5
639,AK,Sitka City and Borough,2013,8962,4.3,-14.0
640,AK,Sitka City and Borough,2014,8844,4.7,-22.1
641,AK,Sitka City and Borough,2015,8786,4.9,-11.6
642,AK,Sitka City and Borough,2016,8768,4.4,-11.3
643,AK,Sitka City and Borough,2017,8689,4.5,-18.6
644,AK,Skagway Municipality,2011,962,1.0,-21.8
645,AK,Skagway Municipality,2012,999,0.0,30.6
646,AK,Skagway Municipality,2013,1024,1.0,14.8
647,AK,Skagway Municipality,2014,1052,0.0,21.2
648,AK,Skagway Municipality,2015,1086,0.0,20.6
649,AK,Skagway Municipality,2016,1130,0.0,31.6
650,AK,Skagway Municipality,2017,1157,0.0,24.5
651,AK,Southeast Fairbanks Census Area,2011,7149,2.4,-1.5
652,AK,Southeast Fairbanks Census Area,2012,7172,5.2,-14.8
653,AK,Southeast Fairbanks Census Area,2013,6980,3.0,-37.6
654,AK,Southeast Fairbanks Census Area,2014,6929,2.4,-19.3
655,AK,Southeast Fairbanks Census Area,2015,6807,3.1,-30.9
656,AK,Southeast Fairbanks Census Area,2016,6840,2.6,-5.4
657,AK,Southeast Fairbanks Census Area,2017,6888,2.6,-5.5
658,AK,Valdez-Cordova Census Area,2011,9742,2.0,-0.9
659,AK,Valdez-Cordova Census Area,2012,9735,3.1,-9.8
660,AK,Valdez-Cordova Census Area,2013,9773,1.6,-7.6
661,AK,Valdez-Cordova Census Area,2014,9478,0.2,-38.0
662,AK,Valdez-Cordova Census Area,2015,9327,0.4,-23.1
663,AK,Valdez-Cordova Census Area,2016,9340,0.3,-7.6
664,AK,Valdez-Cordova Census Area,2017,9278,0.3,-17.0
665,AK,Wrangell City and Borough,2011,2394,0.0,4.2
666,AK,Wrangell City and Borough,2012,2424,2.1,8.3
667,AK,Wrangell City and Borough,2013,2451,2.1,7.4
668,AK,Wrangell City and Borough,2014,2446,2.5,-11.4
669,AK,Wrangell City and Borough,2015,2456,2.4,5.3
670,AK,Wrangell City and Borough,2016,2502,2.8,11.7
671,AK,Wrangell City and Borough,2017,2521,2.8,7.2
672,AK,Yakutat City and Borough,2011,656,7.6,-22.8
673,AK,Yakutat City and Borough,2012,664,6.1,-3.0
674,AK,Yakutat City and Borough,2013,651,1.5,-31.9
675,AK,Yakutat City and Borough,2014,655,1.5,-4.6
676,AK,Yakutat City and Borough,2015,635,1.6,-40.3
677,AK,Yakutat City and Borough,2016,612,1.6,-48.1
678,AK,Yakutat City and Borough,2017,605,1.6,-21.4
679,AK,Yukon-Koyukuk Census Area,2011,5631,0.4,-4.8
680,AK,Yukon-Koyukuk Census Area,2012,5624,0.4,-6.6
681,AK,Yukon-Koyukuk Census Area,2013,5561,0.5,-17.2
682,AK,Yukon-Koyukuk Census Area,2014,5463,0.4,-22.7
683,AK,Yukon-Koyukuk Census Area,2015,5463,0.4,-6.6
684,AK,Yukon-Koyukuk Census Area,2016,5412,0.4,-12.5
685,AK,Yukon-Koyukuk Census Area,2017,5365,0.4,-6.9
686,AZ,Arizona,2011,6465488,1.6,1.6
687,AZ,Arizona,2012,6544211,1.7,4.6
688,AZ,Arizona,2013,6616124,1.8,3.7
689,AZ,Arizona,2014,6706435,2.1,6.0
690,AZ,Arizona,2015,6802262,2.4,6.7
691,AZ,Arizona,2016,6908642,2.4,9.0
692,AZ,Arizona,2017,7016270,2.3,9.1
693,AZ,Apache County,2011,72179,0.3,-2.2
694,AZ,Apache County,2012,72215,0.4,-6.4
695,AZ,Apache County,2013,72292,0.9,-6.2
696,AZ,Apache County,2014,71762,0.9,-13.8
697,AZ,Apache County,2015,70979,1.1,-17.1
698,AZ,Apache County,2016,71373,1.1,0.0
699,AZ,Apache County,2017,71606,1.1,-3.3
700,AZ,Cochise County,2011,132952,1.3,3.3
701,AZ,Cochise County,2012,131826,3.3,-15.6
702,AZ,Cochise County,2013,129332,2.0,-24.4
703,AZ,Cochise County,2014,127054,2.1,-23.8
704,AZ,Cochise County,2015,126084,2.8,-13.4
705,AZ,Cochise County,2016,125355,2.1,-9.4
706,AZ,Cochise County,2017,124756,1.8,-8.3
707,AZ,Coconino County,2011,134181,0.5,-11.9
708,AZ,Coconino County,2012,136002,0.8,5.1
709,AZ,Coconino County,2013,136448,1.0,-4.6
710,AZ,Coconino County,2014,137209,1.3,-2.6
711,AZ,Coconino County,2015,138682,1.5,2.7
712,AZ,Coconino County,2016,140079,1.5,3.5
713,AZ,Coconino County,2017,140776,1.5,-1.7
714,AZ,Gila County,2011,53422,0.2,-2.3
715,AZ,Gila County,2012,52973,0.3,-6.6
716,AZ,Gila County,2013,52982,0.2,1.2
717,AZ,Gila County,2014,53008,0.3,2.5
718,AZ,Gila County,2015,52935,0.4,1.8
719,AZ,Gila County,2016,53297,0.5,10.9
720,AZ,Gila County,2017,53501,0.4,7.9
721,AZ,Graham County,2011,37124,-0.1,-8.3
722,AZ,Graham County,2012,37009,0.0,-10.4
723,AZ,Graham County,2013,37419,0.6,2.6
724,AZ,Graham County,2014,38064,0.8,6.6
725,AZ,Graham County,2015,37786,1.1,-16.5
726,AZ,Graham County,2016,37767,1.3,-9.8
727,AZ,Graham County,2017,37466,1.2,-17.0
728,AZ,Greenlee County,2011,8569,1.9,18.5
729,AZ,Greenlee County,2012,8744,1.5,13.5
730,AZ,Greenlee County,2013,8892,1.9,8.8
731,AZ,Greenlee County,2014,9319,1.5,34.3
732,AZ,Greenlee County,2015,9549,1.8,10.9
733,AZ,Greenlee County,2016,9623,1.9,-2.6
734,AZ,Greenlee County,2017,9455,1.9,-31.8
735,AZ,La Paz County,2011,20582,1.6,2.9
736,AZ,La Paz County,2012,20492,1.3,-4.2
737,AZ,La Paz County,2013,20479,1.6,0.6
738,AZ,La Paz County,2014,20442,2.4,-2.4
739,AZ,La Paz County,2015,20342,2.8,-5.3
740,AZ,La Paz County,2016,20523,2.8,8.3
741,AZ,La Paz County,2017,20601,2.8,3.8
742,AZ,Maricopa County,2011,3869626,1.9,2.7
743,AZ,Maricopa County,2012,3939776,1.9,8.7
744,AZ,Maricopa County,2013,4006307,2.0,7.8
745,AZ,Maricopa County,2014,4076708,2.3,8.2
746,AZ,Maricopa County,2015,4154076,2.6,9.5
747,AZ,Maricopa County,2016,4233383,2.6,10.6
748,AZ,Maricopa County,2017,4307033,2.6,9.1
749,AZ,Mohave County,2011,202733,-0.5,14.0
750,AZ,Mohave County,2012,203262,-0.8,6.8
751,AZ,Mohave County,2013,203026,-0.7,4.0
752,AZ,Mohave County,2014,203320,-0.6,5.7
753,AZ,Mohave County,2015,204524,-0.5,11.3
754,AZ,Mohave County,2016,205385,-0.5,11.2
755,AZ,Mohave County,2017,207200,-0.5,15.9
756,AZ,Navajo County,2011,107518,0.1,-9.8
757,AZ,Navajo County,2012,107268,0.2,-9.1
758,AZ,Navajo County,2013,107077,0.3,-8.1
759,AZ,Navajo County,2014,107613,0.4,-1.3
760,AZ,Navajo County,2015,107543,0.5,-6.9
761,AZ,Navajo County,2016,108322,0.5,1.8
762,AZ,Navajo County,2017,108956,0.5,0.8
763,AZ,Pima County,2011,987297,1.6,0.9
764,AZ,Pima County,2012,991528,2.0,-0.7
765,AZ,Pima County,2013,994759,2.0,-1.8
766,AZ,Pima County,2014,1000916,2.3,0.8
767,AZ,Pima County,2015,1005323,2.7,-0.7
768,AZ,Pima County,2016,1012519,2.7,2.7
769,AZ,Pima County,2017,1022769,2.5,6.0
770,AZ,Pinal County,2011,378226,1.8,-12.1
771,AZ,Pinal County,2012,381910,2.0,2.4
772,AZ,Pinal County,2013,384258,2.1,-1.4
773,AZ,Pinal County,2014,394004,2.4,17.2
774,AZ,Pinal County,2015,404069,2.7,17.9
775,AZ,Pinal County,2016,415115,2.8,20.8
776,AZ,Pinal County,2017,430237,2.7,29.4
777,AZ,Santa Cruz County,2011,47615,0.4,-5.7
778,AZ,Santa Cruz County,2012,47292,-0.3,-14.8
779,AZ,Santa Cruz County,2013,46845,0.2,-18.0
780,AZ,Santa Cruz County,2014,46468,1.2,-16.7
781,AZ,Santa Cruz County,2015,46191,2.0,-15.5
782,AZ,Santa Cruz County,2016,46075,2.2,-11.9
783,AZ,Santa Cruz County,2017,46212,2.3,-5.9
784,AZ,Yavapai County,2011,210883,0.4,2.9
785,AZ,Yavapai County,2012,211809,0.2,8.3
786,AZ,Yavapai County,2013,214198,0.0,15.1
787,AZ,Yavapai County,2014,217509,0.1,19.1
788,AZ,Yavapai County,2015,220621,0.2,17.8
789,AZ,Yavapai County,2016,224363,0.3,21.6
790,AZ,Yavapai County,2017,228168,0.3,20.9
791,AZ,Yuma County,2011,202581,1.2,15.9
792,AZ,Yuma County,2012,202105,2.7,-14.3
793,AZ,Yuma County,2013,201810,3.0,-13.2
794,AZ,Yuma County,2014,203039,3.6,-6.3
795,AZ,Yuma County,2015,203558,4.4,-9.7
796,AZ,Yuma County,2016,205463,4.2,-2.2
797,AZ,Yuma County,2017,207534,3.8,-0.5
798,AR,Arkansas,2011,2938640,0.8,1.9
799,AR,Arkansas,2012,2949208,0.9,-0.4
800,AR,Arkansas,2013,2956780,0.9,-0.7
801,AR,Arkansas,2014,2964800,1.0,-1.1
802,AR,Arkansas,2015,2975626,1.2,-0.1
803,AR,Arkansas,2016,2988231,1.2,0.4
804,AR,Arkansas,2017,3004279,1.2,1.6
805,AR,Arkansas County,2011,18869,0.7,-7.4
806,AR,Arkansas County,2012,18957,0.8,2.4
807,AR,Arkansas County,2013,18746,0.4,-11.2
808,AR,Arkansas County,2014,18484,0.6,-15.2
809,AR,Arkansas County,2015,18350,0.7,-8.2
810,AR,Arkansas County,2016,18215,0.7,-10.3
811,AR,Arkansas County,2017,17967,0.7,-15.0
812,AR,Ashley County,2011,21673,0.0,-8.9
813,AR,Ashley County,2012,21518,-0.2,-9.5
814,AR,Ashley County,2013,21281,-0.3,-11.3
815,AR,Ashley County,2014,20958,-0.3,-15.2
816,AR,Ashley County,2015,20837,-0.2,-4.6
817,AR,Ashley County,2016,20498,-0.2,-14.1
818,AR,Ashley County,2017,20283,-0.2,-8.5
819,AR,Baxter County,2011,41341,-0.3,4.6
820,AR,Baxter County,2012,41076,-0.3,2.5
821,AR,Baxter County,2013,40976,-0.2,5.7
822,AR,Baxter County,2014,40871,0.3,5.4
823,AR,Baxter County,2015,41118,0.4,11.8
824,AR,Baxter County,2016,41145,0.4,7.9
825,AR,Baxter County,2017,41355,0.4,12.1
826,AR,Benton County,2011,228827,2.4,17.5
827,AR,Benton County,2012,234315,2.8,13.3
828,AR,Benton County,2013,238902,2.6,10.0
829,AR,Benton County,2014,244192,2.9,11.4
830,AR,Benton County,2015,251016,3.1,17.4
831,AR,Benton County,2016,258704,3.2,19.3
832,AR,Benton County,2017,266300,3.1,18.2
833,AR,Boone County,2011,37063,-0.4,5.1
834,AR,Boone County,2012,37308,-0.3,4.9
835,AR,Boone County,2013,37305,-0.4,-0.2
836,AR,Boone County,2014,37090,-0.2,-7.1
837,AR,Boone County,2015,37091,-0.2,0.6
838,AR,Boone County,2016,37191,-0.2,4.0
839,AR,Boone County,2017,37381,-0.2,5.5
840,AR,Bradley County,2011,11425,-0.2,-3.5
841,AR,Bradley County,2012,11262,-0.3,-12.7
842,AR,Bradley County,2013,11120,0.0,-12.4
843,AR,Bradley County,2014,11007,-0.2,-5.9
844,AR,Bradley County,2015,10998,0.2,-0.2
845,AR,Bradley County,2016,10979,0.4,-3.0
846,AR,Bradley County,2017,10864,0.4,-11.1
847,AR,Calhoun County,2011,5243,0.0,-19.8
848,AR,Calhoun County,2012,5278,0.0,7.0
849,AR,Calhoun County,2013,5193,0.0,-12.6
850,AR,Calhoun County,2014,5168,0.0,-0.8
851,AR,Calhoun County,2015,5201,0.0,8.9
852,AR,Calhoun County,2016,5162,0.0,-6.8
853,AR,Calhoun County,2017,5247,0.0,17.1
854,AR,Carroll County,2011,27448,0.0,-4.0
855,AR,Carroll County,2012,27595,0.4,5.0
856,AR,Carroll County,2013,27771,1.5,4.5
857,AR,Carroll County,2014,27715,1.8,-3.7
858,AR,Carroll County,2015,27751,2.1,-0.8
859,AR,Carroll County,2016,27728,2.1,-4.1
860,AR,Carroll County,2017,27944,2.1,4.7
861,AR,Chicot County,2011,11693,0.5,-8.6
862,AR,Chicot County,2012,11486,1.1,-20.2
863,AR,Chicot County,2013,11347,0.8,-10.3
864,AR,Chicot County,2014,11187,1.5,-14.6
865,AR,Chicot County,2015,10957,1.6,-17.4
866,AR,Chicot County,2016,10912,1.7,-4.9
867,AR,Chicot County,2017,10636,1.8,-23.7
868,AR,Clark County,2011,22918,0.2,0.8
869,AR,Clark County,2012,22745,0.2,-8.1
870,AR,Clark County,2013,22574,0.6,-7.0
871,AR,Clark County,2014,22551,0.6,-1.9
872,AR,Clark County,2015,22506,0.6,-1.5
873,AR,Clark County,2016,22550,0.7,1.6
874,AR,Clark County,2017,22293,0.7,-10.8
875,AR,Clay County,2011,15872,-0.1,-7.4
876,AR,Clay County,2012,15706,-0.2,-4.6
877,AR,Clay County,2013,15481,-0.3,-8.3
878,AR,Clay County,2014,15295,-0.1,-6.8
879,AR,Clay County,2015,15197,-0.1,-3.9
880,AR,Clay County,2016,15057,-0.1,-5.5
881,AR,Clay County,2017,14920,-0.1,-6.6
882,AR,Cleburne County,2011,25890,-0.4,-0.1
883,AR,Cleburne County,2012,25773,-0.3,0.8
884,AR,Cleburne County,2013,25638,-0.4,-0.7
885,AR,Cleburne County,2014,25603,-0.2,4.8
886,AR,Cleburne County,2015,25358,-0.1,-5.2
887,AR,Cleburne County,2016,25159,-0.1,-1.3
888,AR,Cleburne County,2017,25048,0.0,1.9
889,AR,Cleveland County,2011,8672,0.0,0.0
890,AR,Cleveland County,2012,8607,0.0,-9.1
891,AR,Cleveland County,2013,8515,0.0,-8.5
892,AR,Cleveland County,2014,8397,0.0,-12.8
893,AR,Cleveland County,2015,8284,0.2,-11.6
894,AR,Cleveland County,2016,8260,0.2,0.5
895,AR,Cleveland County,2017,8202,0.2,-5.8
896,AR,Columbia County,2011,24682,1.0,-1.6
897,AR,Columbia County,2012,24373,1.5,-13.6
898,AR,Columbia County,2013,24247,1.3,-5.3
899,AR,Columbia County,2014,24014,1.6,-12.1
900,AR,Columbia County,2015,24089,1.6,0.3
901,AR,Columbia County,2016,23983,1.7,-4.5
902,AR,Columbia County,2017,23627,1.7,-16.5
903,AR,Conway County,2011,21115,0.1,-5.7
904,AR,Conway County,2012,21127,0.0,0.1
905,AR,Conway County,2013,21071,-0.1,-2.9
906,AR,Conway County,2014,20977,-0.1,-3.8
907,AR,Conway County,2015,20912,0.0,-2.4
908,AR,Conway County,2016,20895,0.0,-1.7
909,AR,Conway County,2017,20916,0.0,-0.2
910,AR,Craighead County,2011,98310,0.8,9.9
911,AR,Craighead County,2012,99854,1.1,9.1
912,AR,Craighead County,2013,101513,1.1,9.5
913,AR,Craighead County,2014,102526,1.4,3.6
914,AR,Craighead County,2015,104297,1.5,9.4
915,AR,Craighead County,2016,105781,1.6,6.1
916,AR,Craighead County,2017,107115,1.6,5.5
917,AR,Crawford County,2011,61799,-0.4,-4.5
918,AR,Crawford County,2012,61901,0.2,-1.5
919,AR,Crawford County,2013,61664,0.8,-7.1
920,AR,Crawford County,2014,61797,1.0,-2.5
921,AR,Crawford County,2015,61877,1.2,-2.0
922,AR,Crawford County,2016,62259,1.3,2.7
923,AR,Crawford County,2017,62996,1.3,8.2
924,AR,Crittenden County,2011,50504,-0.1,-14.7
925,AR,Crittenden County,2012,50061,0.0,-15.3
926,AR,Crittenden County,2013,49731,-0.3,-12.6
927,AR,Crittenden County,2014,49550,-0.1,-9.8
928,AR,Crittenden County,2015,49040,-0.1,-18.2
929,AR,Crittenden County,2016,49320,0.0,-1.0
930,AR,Crittenden County,2017,48750,0.0,-17.9
931,AR,Cross County,2011,17796,0.0,-3.3
932,AR,Cross County,2012,17691,0.0,-6.2
933,AR,Cross County,2013,17511,0.0,-9.5
934,AR,Cross County,2014,17171,0.0,-20.5
935,AR,Cross County,2015,17240,0.0,5.7
936,AR,Cross County,2016,17037,0.0,-14.1
937,AR,Cross County,2017,16863,0.0,-11.0
938,AR,Dallas County,2011,8047,0.4,-1.9
939,AR,Dallas County,2012,7947,0.5,-8.3
940,AR,Dallas County,2013,7887,0.4,-3.4
941,AR,Dallas County,2014,7687,0.3,-20.7
942,AR,Dallas County,2015,7529,0.3,-16.7
943,AR,Dallas County,2016,7430,0.3,-13.9
944,AR,Dallas County,2017,7393,0.3,-4.3
945,AR,Desha County,2011,12727,0.0,-21.7
946,AR,Desha County,2012,12585,0.2,-13.2
947,AR,Desha County,2013,12489,1.4,-10.8
948,AR,Desha County,2014,12268,1.4,-21.1
949,AR,Desha County,2015,12029,1.6,-20.8
950,AR,Desha County,2016,11920,1.8,-10.5
951,AR,Desha County,2017,11764,1.9,-13.8
952,AR,Drew County,2011,18725,0.9,-0.5
953,AR,Drew County,2012,18776,0.4,-0.9
954,AR,Drew County,2013,18672,0.5,-8.8
955,AR,Drew County,2014,18635,0.3,-3.5
956,AR,Drew County,2015,18617,0.3,-3.6
957,AR,Drew County,2016,18628,0.4,-3.1
958,AR,Drew County,2017,18547,0.4,-7.1
959,AR,Faulkner County,2011,116223,0.5,11.6
960,AR,Faulkner County,2012,118421,0.8,11.5
961,AR,Faulkner County,2013,119096,0.6,0.1
962,AR,Faulkner County,2014,120463,0.8,5.0
963,AR,Faulkner County,2015,121113,0.9,-0.6
964,AR,Faulkner County,2016,122083,0.9,1.8
965,AR,Faulkner County,2017,123654,0.9,6.5
966,AR,Franklin County,2011,17993,0.1,-5.8
967,AR,Franklin County,2012,17945,0.1,-0.8
968,AR,Franklin County,2013,17900,0.2,-0.7
969,AR,Franklin County,2014,17815,0.4,-3.8
970,AR,Franklin County,2015,17739,0.4,-2.6
971,AR,Franklin County,2016,17671,0.4,-2.7
972,AR,Franklin County,2017,17890,0.4,11.7
973,AR,Fulton County,2011,12238,-0.2,8.0
974,AR,Fulton County,2012,12170,-0.4,-2.6
975,AR,Fulton County,2013,12171,-0.4,3.5
976,AR,Fulton County,2014,12074,-0.2,-1.5
977,AR,Fulton County,2015,12121,-0.2,7.4
978,AR,Fulton County,2016,12039,-0.2,1.0
979,AR,Fulton County,2017,12055,-0.2,8.0
980,AR,Garland County,2011,96834,-0.2,9.9
981,AR,Garland County,2012,96969,-0.2,4.5
982,AR,Garland County,2013,97627,-0.1,10.0
983,AR,Garland County,2014,97720,-0.1,3.6
984,AR,Garland County,2015,97734,0.0,3.3
985,AR,Garland County,2016,98231,0.0,7.1
986,AR,Garland County,2017,98658,0.0,6.1
987,AR,Grant County,2011,17932,0.6,2.4
988,AR,Grant County,2012,18023,0.2,4.0
989,AR,Grant County,2013,18035,0.2,-1.6
990,AR,Grant County,2014,18069,0.0,2.4
991,AR,Grant County,2015,18016,0.1,-2.9
992,AR,Grant County,2016,18094,0.1,3.9
993,AR,Grant County,2017,18165,0.1,3.1
994,AR,Greene County,2011,42751,0.2,10.7
995,AR,Greene County,2012,43208,0.4,7.4
996,AR,Greene County,2013,43145,0.5,-3.3
997,AR,Greene County,2014,43772,0.2,12.2
998,AR,Greene County,2015,44301,0.2,8.2
999,AR,Greene County,2016,44715,0.3,7.6
1000,AR,Greene County,2017,45053,0.3,4.7
1001,AR,Hempstead County,2011,22490,-0.7,-7.2
1002,AR,Hempstead County,2012,22349,-0.7,-9.9
1003,AR,Hempstead County,2013,22430,-0.3,0.1
1004,AR,Hempstead County,2014,22348,-0.3,-7.5
1005,AR,Hempstead County,2015,22103,-0.1,-14.7
1006,AR,Hempstead County,2016,22026,-0.2,-6.3
1007,AR,Hempstead County,2017,21861,-0.3,-10.2
1008,AR,Hot Spring County,2011,33129,0.0,-3.8
1009,AR,Hot Spring County,2012,33492,0.0,12.0
1010,AR,Hot Spring County,2013,33506,0.2,1.3
1011,AR,Hot Spring County,2014,33396,0.1,-0.9
1012,AR,Hot Spring County,2015,33478,0.2,3.9
1013,AR,Hot Spring County,2016,33446,0.2,-0.4
1014,AR,Hot Spring County,2017,33574,0.2,4.7
1015,AR,Howard County,2011,13821,0.4,-1.2
1016,AR,Howard County,2012,13685,0.8,-13.2
1017,AR,Howard County,2013,13555,1.2,-11.7
1018,AR,Howard County,2014,13516,1.1,-6.4
1019,AR,Howard County,2015,13375,1.4,-12.2
1020,AR,Howard County,2016,13438,1.5,-0.8
1021,AR,Howard County,2017,13478,1.5,-1.4
1022,AR,Independence County,2011,36846,1.3,-1.8
1023,AR,Independence County,2012,36917,0.4,-0.4
1024,AR,Independence County,2013,36834,0.6,-4.1
1025,AR,Independence County,2014,37043,0.3,3.6
1026,AR,Independence County,2015,37010,0.6,-0.8
